,product,price,type,rating,cuisine,restaurant,lat,log
18972,copa de vino,2.0,bebida,9.2,español,gato gato,40.4101573,-3.6961774
18973,pincho de pollo,6.0,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18974,pìncho de gambas,7.0,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18975,pincho ternera con queso,7.5,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18976,costilla estilo japones,6.5,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18977,pan bao hamburguesa,4.0,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18978,pato japones,8.5,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18979,arroz frito 5 sabores,6.5,plato,8,japones,kyoka lopez de hoyos,40.4487389,-3.6673828
18980,sesitos de cordero a la romana,15.0,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
18981,mollejitas de cordero lechal al aroma de jerez,17.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
18982,costillitas de cordero lechal a la sarten,18.5,plato,8.7,mediterraneo,la playa,40.434332291907,-3.7056798934936523
18985,cafe,1.5,bebida,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
18987,media botella de agua,2.0,bebida,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
18988,botella de vino,15.0,bebida,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
18989,copa de vino,2.0,bebida,8.5,mediterraneo,la promesa,40.4501217,-3.6576132
18990,"tabule de quinoa con pepino, tomate concasse, menta y yogur a la pimienta rosa",12.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
18991,"oriental de alga wakame con langostino tigre, pepino y sesamo negro",14.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
18992,"ensalada the place to be ( hojas tiernas, pollo al panko, wan tun frito, lascas de parmesano, quinoa roja y aguacate)",12.0,plato,8.5,none,the place to be - petit p...,40.42644,-3.69639
18993,heauy fuel - dire straits alitas de pollo bbq,5.9,entrante,9.2,internacional,dog & fox urban kitchen,40.4320193,-3.7149922
18994,glory days - bruce spreengsteen patatas fritas y nuestro magnifico pulled pork bañadas en salsa cheddar,7.0,entrante,9.2,internacional,dog & fox urban kitchen,40.4320193,-3.7149922
18995,entre dos tierras - heroes del silencio arepitas fritas con nata agria,6.0,entrante,9.2,internacional,dog & fox urban kitchen,40.4320193,-3.7149922
18996,gime the power- molotov guacamole con nachos,10.9,entrante,9.2,internacional,dog & fox urban kitchen,40.4320193,-3.7149922
19003,seleccion de dim sim,14.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19004,ensalada de fideos estilo tailandes,10.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19005,green tea house salad,10.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19006,seleccion de entrantes green tea house,22.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19007,gyoza de pollo crujiente,10.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19008,rollitos vietnamitas ¨nems¨,10.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19009,gambas tempurizadas en salsa cremosa picante,14.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19010,sopa de miso con tofu,7.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19011,sopa tom kha kai,8.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19012,sopa tom yum kung,9.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19013,tempura de berenjenas con salsa agripicante,9.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19014,tempura de langostinos y verduras,14.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19015,dumpling de cerdo a la plancha,11.5,entrante,8.9,asiatico,green tea - zurbano,40.4390495,-3.6929208
19016,coulant de chocolate con helado de vainilla,5.5,postre,9,madrileño,mantua madrid,40.4160154,-3.7012054
19017,torrija de leche con helado de leche merengada,5.5,postre,9,madrileño,mantua madrid,40.4160154,-3.7012054
19018,tarta de queso hecha en casa,5.5,postre,9,madrileño,mantua madrid,40.4160154,-3.7012054
19021,cafe,2.1,bebida,9,none,la pavia de chamberi,40.4416497,-3.697864
19022,botella de agua,3.0,bebida,9,none,la pavia de chamberi,40.4416497,-3.697864
19023,media botella de agua,1.8,bebida,9,none,la pavia de chamberi,40.4416497,-3.697864
19024,botella de vino,16.0,bebida,9,none,la pavia de chamberi,40.4416497,-3.697864
19025,copa de vino,3.1,bebida,9,none,la pavia de chamberi,40.4416497,-3.697864
19026,jakao de gambas,3.95,plato,7.8,chino,mirasol,40.4828511,-3.7138225
19027,xial lon bao,3.95,plato,7.8,chino,mirasol,40.4828511,-3.7138225
19028,gyosa,5.8,plato,7.8,chino,mirasol,40.4828511,-3.7138225
19029,lomo de choto al cabrales,21.0,plato,9.5,asturiano,casa baltasar,40.428548159403,-3.6728699207306
19030,lomo de buey trinchado (2 personas ),43.5,plato,9.5,asturiano,casa baltasar,40.428548159403,-3.6728699207306
19031,bacalao a los tres gustos,18.5,plato,9.5,asturiano,casa baltasar,40.428548159403,-3.6728699207306
19032,chicken curry,6.5,plato,8.4,indio,megha halal cuisine,40.4092177,-3.7019326
19033,chicken madras,6.5,plato,8.4,indio,megha halal cuisine,40.4092177,-3.7019326
19034,lamb shak,7.75,plato,8.4,indio,megha halal cuisine,40.4092177,-3.7019326
19035,botella de champan,70.0,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19037,cafe,2.5,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19038,botella de agua,5.0,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19039,media botella de agua,2.5,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19040,botella de vino,12.0,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19041,copa de vino,3.0,bebida,8.5,none,the place to be - petit p...,40.42644,-3.69639
19042,"taco mx de costilla confitada, col china y mayonesa hoisin",12.9,entrante,8.9,internacional,occhiali,40.4485568,-3.6689898
19043,croquetas de kimchi con atun rojo y alga wakame ( 3 uds ),7.5,entrante,8.9,internacional,occhiali,40.4485568,-3.6689898
19044,albondigas de rabo de toro con pure trufado,16.9,entrante,8.9,internacional,occhiali,40.4485568,-3.6689898
19045,la ensaladilla de ottica,9.9,entrante,8.9,internacional,occhiali,40.4485568,-3.6689898
19046,"tartar de salmon estilo occhiali con chili chipotle, huevo de corral y patata",13.9,entrante,8.9,internacional,occhiali,40.4485568,-3.6689898
19047,chipirones de anzuelo a la parrilla y su ajili-mojili,18.5,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
19048,lomitos de pixin de tripa negra albardados,19.5,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
19049,lubina a a la parrilla con tomate casse al pesto suave,23.5,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
19073,cafe,1.7,bebida,7.9,vegetariano,abonavida,40.4191452,-3.70684
19075,media botella de agua,2.0,bebida,7.9,vegetariano,abonavida,40.4191452,-3.70684
19076,botella de vino,11.5,bebida,7.9,vegetariano,abonavida,40.4191452,-3.70684
19077,copa de vino,2.5,bebida,7.9,vegetariano,abonavida,40.4191452,-3.70684
19078,chuleton crudo a la piedra (800 gr. 2 per),36.0,plato,8,italiano,pinocchio retiro,40.4157005,-3.6717401
19079,codillo con chucrut y pure,13.0,plato,8,italiano,pinocchio retiro,40.4157005,-3.6717401
19080,entrecot a la parrilla,16.5,plato,8,italiano,pinocchio retiro,40.4157005,-3.6717401
19081,steak tartaro (carne roja cruda picada y fuertemente aliñada),21.0,plato,8,italiano,pinocchio retiro,40.4157005,-3.6717401
19082,escalope a la milanesa,12.5,plato,8,italiano,pinocchio retiro,40.4157005,-3.6717401
19085,cafe,1.2,bebida,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19086,botella de agua,3.0,bebida,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19087,media botella de agua,1.5,bebida,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19088,botella de vino,10.0,bebida,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19089,copa de vino,2.5,bebida,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19092,cafe,1.75,bebida,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19093,botella de agua,2.0,bebida,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19094,media botella de agua,1.6,bebida,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19095,botella de vino,10.0,bebida,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19096,copa de vino,3.0,bebida,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19099,fingers de pollo,8.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19100,paletilla de jamon iberico,14.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19101,nachos con cheddar,11.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19102,croquetas de pulled pork,7.5,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19103,croqueta de king crab,4.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19104,calamares a la andaluza,11.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19105,aros de cebolla,7.5,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19106,provolone a la brasa,8.9,entrante,8.8,americano,dingo - velazquez,40.4272899,-3.6842963
19109,cerdo c/ tamarindo,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19110,cerdo c/ ostion,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19111,cerdo c/ piña,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19112,cerdo c/ fruta,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19113,cerdo c/ frejolito,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19114,cerdo c/ brocoli,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19115,cerdo c/ champiñones,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19116,cerdo c/ lai chi,12.5,plato,8.4,peruano,chifa peruano chalan del ...,40.3968609,-3.6634924
19117,terrina con foie de pato y confitura de higos,16.0,entrante,9.1,mediterraneo,taberna moderna,40.419336656511,-3.674570083618164
19118,jamon iberico de montanera,15.5,entrante,9.1,mediterraneo,taberna moderna,40.419336656511,-3.674570083618164
19119,anchoas de santoña con tomate natural y aceite de oliva virgen (6 uds.),19.5,entrante,9.1,mediterraneo,taberna moderna,40.419336656511,-3.674570083618164
19120,zamburiñas gratinadas al albariño,17.5,entrante,9.1,mediterraneo,taberna moderna,40.419336656511,-3.674570083618164
19121,berenjena con aroma de pescado,7.5,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19122,cordero picante,8.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19123,intestinos,6.5,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19124,cerdo agridulce,5.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19125,gambas a la plancha,8.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19126,navajas con puerros,9.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19127,sashimi con salmon,9.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19128,filete de pescado picante,12.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19129,pescado agrio,12.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19130,sangre picante,10.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19131,cangrejo picante,12.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19132,pollo picante,7.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19133,ternera picante,9.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19134,cerdo con salsa de pescado,6.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19135,doufu picante,5.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19136,intestinos de cerdo picante,8.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19137,verdura pincante,6.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19138,pescado pincante shu-ge,15.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19139,gambas con anacardos,8.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19140,costillas con sal y pimienta,6.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19141,doufu japones,7.5,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19142,cordero con puerros,8.8,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19143,doufu de la casa,6.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19144,verduras variadas,6.0,plato,8.6,chino,ouhua,40.3924164,-3.6655263
19145,"mozzarella marinada sobre trigueros parrillados, espinaca y pesto de tomate",10.9,entrante,8.9,vegetariano,ecocentro,40.4428,-3.70483
19146,surtido de delicias orientales,9.9,entrante,8.9,vegetariano,ecocentro,40.4428,-3.70483
19147,"rollitos orientales de tofu con alga hiziki, shiitake y sabores thai. servido con salsa de yogur y chutney de mango",11.9,entrante,8.9,vegetariano,ecocentro,40.4428,-3.70483
19148,tempura( pakorra) verdura variada rebozada en harina de garbanzos y sepecias,3.95,entrante,9.1,indio,tierra de especias halal,40.436563,-3.63808
19151,cafe,1.3,bebida,8.3,americano,galan burger,40.4294321,-3.6544621
19156,calamares rebozados,14.0,plato,none,none,raices,40.4106046,-3.6993845
19157,cazon en adobo,12.5,plato,none,none,raices,40.4106046,-3.6993845
19158,gambas de cristal fritas,12.0,plato,none,none,raices,40.4106046,-3.6993845
19159,tartar de atun rojo con ensalada de wakamen,25.0,plato,none,none,raices,40.4106046,-3.6993845
19160,morrillo encebollado,14.0,plato,none,none,raices,40.4106046,-3.6993845
19161,facera de atun rojo al pedro ximenez,16.0,plato,none,none,raices,40.4106046,-3.6993845
19164,"luxury salad (lechugas variadas con mango, aguacate y langostinos)",12.5,entrante,9,asiatico,luxury,40.4303337,-3.7049417
19165,uramaki de carabinero,18.0,entrante,9,asiatico,luxury,40.4303337,-3.7049417
19166,atun picante (uramaki de atun con cebolla y salsa picante),13.95,entrante,9,asiatico,luxury,40.4303337,-3.7049417
19169,cafe,1.2,bebida,8.9,japones,sushi star,40.422938,-3.67412
19171,media botella de agua,1.2,bebida,8.9,japones,sushi star,40.422938,-3.67412
19173,copa de vino,2.5,bebida,8.9,japones,sushi star,40.422938,-3.67412
19174,fideua en costra,8.85,plato,9,none,la gastro salvaje,40.4454386,-3.6988708
19175,tartar de corvina salvaje a la bilbaina sobre crema de queso y tomate seco,9.45,plato,9,none,la gastro salvaje,40.4454386,-3.6988708
19176,croqueta de sepia gratinada,4.0,plato,9,none,la gastro salvaje,40.4454386,-3.6988708
19177,croqueta de carabineros con kimchi,4.6,plato,9,none,la gastro salvaje,40.4454386,-3.6988708
19178,chipirones en parrilla con su ajilimojili,18.5,plato,9.1,mediterraneo,verdura y brasa,40.4406778,-3.6955382
19179,rape de tripa negra (minimo 2 pers. -precio por persona)),21.5,plato,9.1,mediterraneo,verdura y brasa,40.4406778,-3.6955382
19180,"merluza de pincho (lomo, cola o cogote). consultenos",21.0,plato,9.1,mediterraneo,verdura y brasa,40.4406778,-3.6955382
19181,lenguado de estero braseado con su piel,26.5,plato,9.1,mediterraneo,verdura y brasa,40.4406778,-3.6955382
19182,rodaballo estilo guetaria (minimo 2 pers. -precio por persona),27.5,plato,9.1,mediterraneo,verdura y brasa,40.4406778,-3.6955382
19183,cachopo,18.5,plato,7.7,americano,la costilla - maudes,40.4450749,-3.6983741
19184,chipirones encebollados,10.9,plato,7.7,americano,la costilla - maudes,40.4450749,-3.6983741
19185,morcilla soto palacios,7.8,plato,7.7,americano,la costilla - maudes,40.4450749,-3.6983741
19188,cafe,1.4,bebida,9.3,americano,burmet,40.4441509,-3.6761957
19190,media botella de agua,1.5,bebida,9.3,americano,burmet,40.4441509,-3.6761957
19191,botella de vino,12.0,bebida,9.3,americano,burmet,40.4441509,-3.6761957
19192,copa de vino,2.0,bebida,9.3,americano,burmet,40.4441509,-3.6761957
19193,guacamole de molcajete con hierbas,9.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19194,"mejillones, salsa de coco, curry verde, lima keffir",11.5,entrante,9.3,none,el social,40.4233848,-3.6994513
19195,aguachile de zamburiña y camaron,9.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19196,"sate de pollo, salsa de mantequilla de cacahuete",8.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19197,"tartar de tomates, crutones, tapenade",12.5,entrante,9.3,none,el social,40.4233848,-3.6994513
19198,"tempura verde de gambas, espinaca frita, salsa soja",13.5,entrante,9.3,none,el social,40.4233848,-3.6994513
19199,"flor de calabacin relleno queso de cabra, ensalada waldorf",13.5,entrante,9.3,none,el social,40.4233848,-3.6994513
19200,"croquetas de bacalao, estilo portugues",9.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19201,"arrancini, croqueta de risotto del dia, salsa tomate fresco",9.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19202,"rollitos de primavera marroquies, dip de tamarindo ras el hanout",11.0,entrante,9.3,none,el social,40.4233848,-3.6994513
19203,merluza de pincho a la brasa con ajitos,22.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19204,tronco de rape al horno sobre verduritas naturales,22.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19205,fritos de pixin con pimientos rojos asados,22.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19206,rape a la sidra con langostinos y lamina de manzana,23.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19207,chipirones de potera a la plancha con sus rejos,17.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19208,bacalao al pil-pil tradicional,21.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19209,bacalao a la miel de brezo sobre pisto manchego,21.9,plato,9,asturiano,el molinon,40.4216678,-3.7219844
19210,black noodles,18.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19211,corvina salvaje,20.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19212,curry pesto,15.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19213,carrillera vaca melosa,19.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19214,presa iberica,19.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19215,arroz meloso,18.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19216,pato barbarie al wok,18.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19217,royal cordero lechal,20.0,plato,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19218,spicy scallop and tuna roll relleno de atun rojo picante cubierto por laminas de vieira flmabeada,15.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19219,"ocean rainbow relleno de cangrejo y pepino, cubierto de un mix de pez mantequilla, gamba, salmon, atun y aguacate",15.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19220,soft shell crab roll crujiente cangrejo de caparazon blando con aguacate y queso crema,17.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19221,"salmon dragon roll relleno de langostino en tempura con aguacate, salmon flambeado y mayonesa japonesa",14.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19222,"california roll clasico roll relleno de cangrejo y agucate, cubierto por sesamo y tobbiko",14.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19223,"duck&sushi crispy roll relleno de magret de pato y pepino, cubierto por la crujiente piel del pato",16.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19224,mar y montaña rol roll relleno de langostino crujiente envuelto por un carpaccio de ternera flambeada y escamas de bonito,18.8,plato,8.7,japones,duck & sushi,40.4597422,-3.6950108
19225,"gumbo - estofado tradicional de new orleans acocompañado de arroz, chorizo criollo, langostinos y pollo.",11.5,plato,9,americano,trikki nueva orleans trad...,40.4375491,-3.7000802
19226,"pulpo a lo trikki - pata de pulpo en tacos acompañada de salsa anticucho, rodajas de lima, cebollino y sal maldon.",17.5,plato,9,americano,trikki nueva orleans trad...,40.4375491,-3.7000802
19227,verdinas con marisco,20.0,entrante,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19228,fabada asturiana,14.0,entrante,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19229,arroz del señorito (marisco todo pelado),20.0,entrante,9.2,asturiano,sidreria astur,40.4054831,-3.6775265
19232,cafe,2.5,bebida,9.1,japones,sakale,40.4232716,-3.703708
19234,media botella de agua,2.5,bebida,9.1,japones,sakale,40.4232716,-3.703708
19235,botella de vino,20.0,bebida,9.1,japones,sakale,40.4232716,-3.703708
19236,copa de vino,3.0,bebida,9.1,japones,sakale,40.4232716,-3.703708
19237,ensalada mixta,7.0,plato,8.9,español,casa norika,40.4586698,-3.7822292
19238,ensalada cesar,8.0,plato,8.9,español,casa norika,40.4586698,-3.7822292
19239,ensalada de salmon ahumado,8.0,plato,8.9,español,casa norika,40.4586698,-3.7822292
19240,ensalada de gulas,8.0,plato,8.9,español,casa norika,40.4586698,-3.7822292
19241,ensalada de pimientos asados con atun o anchoas,8.0,plato,8.9,español,casa norika,40.4586698,-3.7822292
19242,cesar,9.8,plato,8.9,español,taberna paraiso,40.4143393,-3.7065662
19243,canonigos con queso cabra,11.9,plato,8.9,español,taberna paraiso,40.4143393,-3.7065662
19244,"salmon, wakame y aguacate",12.9,plato,8.9,español,taberna paraiso,40.4143393,-3.7065662
19245,cafe solo,1.4,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19246,cafe con leche,1.45,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19247,mollete con tomate/ mantequilla y mermelada,1.8,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19248,cafe con mollete (tomate/ mant y mermelada),2.5,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19249,cafe y pincho de tortilla,3.0,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19250,refresco/caña y p. de tortilla,3.5,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19251,doble cerveza y p. de tortilla,4.5,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19252,cafe y mollete jamon/lomo,4.9,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19253,refresco/caña y mollete de jamon/lomo iberico,5.9,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19254,doble cerveza y mollete de jamon/lomo,6.5,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19255,cafe y mollete de chorizo/salchichon/queso,4.0,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19256,refresco/caña y mollete de chorizo/salchichon/queso,5.0,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19257,doble cerveza y mollete de chorizo/salchichon/queso,5.5,entrante,8.8,español,l´atelier de chamartin,40.4557956,-3.6873265
19258,7 potencias asia / caribe 2.0,17.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19259,hamburguesa panceta iberica laqueada,9.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19260,ceviche,18.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19261,tartar vieira,18.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19262,steak tartar,17.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19263,pulpo lima-hong kong,19.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19264,tataki lomo bajo madurado,17.0,entrante,9.5,none,kuoco 360 food,40.4219544,-3.6983886
19265,zamburiñas al horno,17.05,plato,9.1,mediterraneo,chiquito riz,40.43721,-3.6757232
19266,navajas a la plancha,18.97,plato,9.1,mediterraneo,chiquito riz,40.43721,-3.6757232
19267,gamba blanca cocida/plancha. 300 gr,27.06,plato,9.1,mediterraneo,chiquito riz,40.43721,-3.6757232
19268,langostino rayado cocido/plancha 300 gr,25.65,plato,9.1,mediterraneo,chiquito riz,40.43721,-3.6757232
19269,burrata fresca de puglia con pomodori secchi y carpaccio de tomate,16.0,plato,9,arroceria,st. james - gastro james ...,40.462183238522,-3.6930201053619
19270,ensalada de tomate raff con cebolla dulce y lascas de bonito,13.2,plato,9,arroceria,st. james - gastro james ...,40.462183238522,-3.6930201053619
19271,bacalao a bras,16.0,plato,5.7,mediterraneo,cerveceria lena,40.4222449,-3.7076288
19272,pescaditos fritos,14.0,plato,5.7,mediterraneo,cerveceria lena,40.4222449,-3.7076288
19273,almejas marinera,14.0,plato,5.7,mediterraneo,cerveceria lena,40.4222449,-3.7076288
19274,tabla de ibericos lena,22.0,plato,5.7,mediterraneo,cerveceria lena,40.4222449,-3.7076288
19276,porra china para hot pot,3.5,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19277,tallarines al estilo chong qing,4.9,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19278,noodles japoneses,2.9,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19279,empanadillas caseras,4.5,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19280,pasta de arroz coreano,3.5,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19281,pan chino con leche condensada,2.9,plato,9.5,chino,don hot pot madrid,40.4193009,-3.7091182
19282,souffle de chocolate,6.5,postre,8.9,none,niña de papa,40.4167468,-3.6700562
19283,tiramisu de maracuya,6.0,postre,8.9,none,niña de papa,40.4167468,-3.6700562
19284,"tacos de manzana caramelizada, canela y dulce de leche",5.5,postre,8.9,none,niña de papa,40.4167468,-3.6700562
19285,chuleton 1 kg,34.0,plato,8.9,none,rayal,40.4226659,-3.7106911
19286,entrecot,18.0,plato,8.9,none,rayal,40.4226659,-3.7106911
19287,solomillo iberico,10.0,plato,8.9,none,rayal,40.4226659,-3.7106911
19288,churrasco,13.0,plato,8.9,none,rayal,40.4226659,-3.7106911
19289,parrillada de carne (2 personas),35.0,plato,8.9,none,rayal,40.4226659,-3.7106911
19290,cremoso de chocolate con praline picante de cacahuete,6.5,postre,8.9,español,la sucursal,40.4301089,-3.703368
19291,flan de nata la sucursal,6.5,postre,8.9,español,la sucursal,40.4301089,-3.703368
19292,crumble de manzana reineta a la sidra,6.5,postre,8.9,español,la sucursal,40.4301089,-3.703368
19293,torta pascualete,9.0,postre,8.9,español,la sucursal,40.4301089,-3.703368
19294,helados caseros la sucursal,6.5,postre,8.9,español,la sucursal,40.4301089,-3.703368
19297,cafe,2.0,bebida,8.9,marroqui,alcuzcuz de alhuzema,40.4238917,-3.6996675
19299,media botella de agua,2.0,bebida,8.9,marroqui,alcuzcuz de alhuzema,40.4238917,-3.6996675
19300,botella de vino,11.0,bebida,8.9,marroqui,alcuzcuz de alhuzema,40.4238917,-3.6996675
19301,copa de vino,3.0,bebida,8.9,marroqui,alcuzcuz de alhuzema,40.4238917,-3.6996675
19302,linguini vongole,14.5,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
19303,ravioloni al tartufo,16.5,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
19304,risotto con trufa,16.0,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
