,product,price,type,rating,cuisine,restaurant,lat,log
8311,fideos de arroz con carne de cerdo a la parilla,9.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8312,fideos de arroz con rollitos fritos,9.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8313,fideos de arroz con carne de ternera salteada,8.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8314,carne de ternera picada en dados salteada especial,9.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8315,especial pescado a la parilla de vietnam,11.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8316,pollo con setas y calabaza de vietnam,11.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8317,fideos frito con gambas y tofu vegetariano,9.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8318,bogavante con especial salsa vietnamita,15.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8319,gambon con salsa especial de ajo,11.9,plato,9,vietnamita,nem nem,40.4432054,-3.671821
8320,chuletitas de corzo marinadas en aceite de oliva virgen con endibias braseadas (1/2 racion),14.0,plato,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
8321,"hamburguesa picada en casa bañada en cerveza negra, aritos de cebolla, patatas fritas",12.0,plato,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
8322,atun a la parrilla con chutney de jengibre y salsa de tomate ligeramente picante,21.0,plato,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
8323,popietas de lubina rellenas de verduras en salsa verde,12.0,plato,none,mediterraneo,e- teon,40.4172886,-3.7088665
8324,lomito de salmon a la plancha con verduras y salsa ligera de piquillo,12.0,plato,none,mediterraneo,e- teon,40.4172886,-3.7088665
8325,burrata con queso o con trufa,7.5,entrante,8.6,italiano,just italia,40.435819,-3.6807437
8326,piadina con mortadela o porchetta,7.5,entrante,8.6,italiano,just italia,40.435819,-3.6807437
8327,tabla de embutidos y quesos italianos,10.9,entrante,8.6,italiano,just italia,40.435819,-3.6807437
8328,raw bar,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8329,camarones,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8330,croquetas de bogavante,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8331,tacos de buey de mar,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8332,tacos de pulled pork,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8333,ensaladilla de gambones,10.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8334,ensalada de bogavante,14.0,entrante,9.1,americano,lobsterie,40.4228537,-3.6969627
8335,hummus (crema de garbanzos con sesamo),7.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8336,"tabule (ensalada de perejil, tomate, cebolla, trigo y limon)",7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8337,falafel (croquetas de garbanzos con comino y cilantro),7.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8338,kibbe (croquetas de trigo con carne),7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8339,panini arabe (panecito rellono con carne y queso al horno),7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8340,"makmur (pisto a base de berenjenas,tomate,cebolla y pimiento)",7.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8341,mutabal (crema de berenjenas con yogur y salsa de sesamo ),7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8342,"fatush (ensalada de lechuga,pepino,tomate y pan pita)",6.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8343,"foul (ensalada de habas,tomate,cebolla,perejil y limon)",7.25,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8344,labanes (crema de requeson con menta y aceite de oliva),7.25,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8345,brewat de carne (hojaldre con carne y cebolla),7.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8346,brewat de pollo (hojaldre con pollo y cebolla),7.5,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8347,arais de queso (pan de pita relleno de queso especias a la plancha),7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8348,arais de carne (pan pita relleno de carne ala plancha),7.75,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8349,harira (sopa de verduras),4.95,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8350,yalnyi ( hojas de parra) 7 unidades,7.0,entrante,9.1,arabe,aladino,40.4260211,-3.7121263
8351,chuleton de la finca,48.0,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8352,entrecot de ternera,21.0,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8353,solomillo de ternera,20.0,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8354,abanico iberico,15.0,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8355,costillar barbacoa,19.0,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8356,pechuga de pollo de corral,10.5,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8357,hamburguesa de ternera a la parrilla,10.5,plato,8.5,americano,steakburger luchana,40.4303493,-3.7006243
8358,rape ondarroa,25.08,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8359,merluza a la romana,22.8,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8360,cogote de merluza a la bilbaibna,25.08,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8361,bacalao al pil-pil,24.0,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8362,bacalao albardado con mahonesa de hongos,22.8,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8363,arroz caldoso con almejas,20.9,plato,8.7,vasco,el almirez,40.4340967,-3.6850971
8373,bun cha,16.5,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8374,my xao,13.9,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8375,pho bo,9.5,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8376,com rang,12.9,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8377,bo xao luc lac,15.9,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8378,canh ga,16.5,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8379,cari ca,17.8,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8380,muc xao can toi,15.8,plato,8.9,vietnamita,vietnam,40.414007231954,-3.701090097427368
8381,jamon 75% iberico,21.0,entrante,9.4,none,arroz pegao,40.5033584,-3.7086791
8382,stracciatella con tomates semi-secos y tapenade de aceituna kalamata,12.5,entrante,9.4,none,arroz pegao,40.5033584,-3.7086791
8383,foie troy royal (lingote) con tierra de pistacho y mermelada de violeta,12.0,entrante,9.4,none,arroz pegao,40.5033584,-3.7086791
8384,ensalada de tomates rotos y ventresca,14.0,entrante,9.4,none,arroz pegao,40.5033584,-3.7086791
8385,arroz meloso,16.5,plato,9,mediterraneo,top one del cacique,40.45803,-3.68537
8388,cafe,1.4,bebida,8.3,español,mi.to,40.4573351,-3.64674
8389,botella de agua,1.95,bebida,8.3,español,mi.to,40.4573351,-3.64674
8390,media botella de agua,1.5,bebida,8.3,español,mi.to,40.4573351,-3.64674
8391,botella de vino,14.0,bebida,8.3,español,mi.to,40.4573351,-3.64674
8392,copa de vino,3.0,bebida,8.3,español,mi.to,40.4573351,-3.64674
8393,bacalao con cebolla frita,18.7,plato,9.4,vasco,el pitaco,40.441486273519,-3.6548600196838
8394,chuleton de buey (450-500gr),30.8,plato,9.4,vasco,el pitaco,40.441486273519,-3.6548600196838
8395,foie con salsa de uvas,17.7,plato,9.4,vasco,el pitaco,40.441486273519,-3.6548600196838
8396,arepa de queso,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8397,arepa de jamon york y queso,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8398,arepa reina pepiada,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8399,arepa catira,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8400,arepa sifrina,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8401,arepa domino,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8402,arepa pelua,4.5,plato,8.7,americano,212 bistro,40.4299741,-3.6645337
8403,escalopines al queso “la despensa” acompañados de espagueti con tomate,12.5,plato,9,español,la despensa,40.429918741799,-3.7016000747680664
8404,brocheta de cordero mozarabe sobre cama de arroz al aroma de hierbabuena,13.0,plato,9,español,la despensa,40.429918741799,-3.7016000747680664
8405,solomillitos de iberico en salsa de foie con pimiento de piquillo y patatas fritas en aceite de oliva,12.5,plato,9,español,la despensa,40.429918741799,-3.7016000747680664
8406,entrecotte de lomo alto con salsa de queso cabrales y patatas fritas en aceite de oliva,15.0,plato,9,español,la despensa,40.429918741799,-3.7016000747680664
8407,maccheroni cuatro quesos,10.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8408,ravioli nero de gambas,12.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8409,tagliatelle de bologna,10.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8410,pappardelle de trufa y hongos,12.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8411,autentiche lasagna,12.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8412,tagliatelle de pollo pesto,12.9,plato,9.2,italiano,pastamore,40.4276724,-3.6699287
8413,brownie casero con helado de vainilla,5.9,postre,8.5,español,tapas & mas,40.4163,-3.70229
8414,helado de bailey´s,6.0,postre,8.5,español,tapas & mas,40.4163,-3.70229
8415,"creppes caseros de dulce de leche, nutella o mermelada de arandanos",5.5,postre,8.5,español,tapas & mas,40.4163,-3.70229
8416,huevos rotos,13.1,plato,9.5,none,cafe de oriente,40.4177101,-3.7115055
8417,dorada en costra de sal,17.0,plato,9.5,none,cafe de oriente,40.4177101,-3.7115055
8418,magre de pato asado,17.0,plato,9.5,none,cafe de oriente,40.4177101,-3.7115055
8419,solomillo de buey al oporto,29.9,plato,9.5,none,cafe de oriente,40.4177101,-3.7115055
8424,margarita,8.4,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8425,prosciuto,9.6,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8426,pepperoni,9.6,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8427,cuatro estaciones,10.8,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8428,piamontesa,10.8,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8429,inglesa,10.65,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8430,tres cerditos,10.85,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8431,a los cuatro quesos,11.45,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8432,barbacoa,10.8,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8433,marinera,10.85,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8434,texas pizza,10.85,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8435,fiorentina,12.05,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8436,pizza fusion,12.05,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8437,harry´s,11.95,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8438,hawaian tropic pizza,10.85,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8439,matriciana,11.95,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8440,pizza carbonara,10.8,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8441,pizza napolitana,10.8,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8442,pizza hortelana,10.95,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8443,pizza de otoño,12.05,plato,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
8445,bandeja 1,19.8,entrante,9.1,japones,sukina,40.4341563,-3.6250229
8446,bandeja 2,13.8,entrante,9.1,japones,sukina,40.4341563,-3.6250229
8449,empanada sencilla,4.0,plato,9,venezolano,que chevere restaurant,40.4880434,-3.7188247
8450,empanada especial,5.5,plato,9,venezolano,que chevere restaurant,40.4880434,-3.7188247
8451,pabellon,7.0,plato,9,venezolano,que chevere restaurant,40.4880434,-3.7188247
8452,degustacion de empanadas,12.0,plato,9,venezolano,que chevere restaurant,40.4880434,-3.7188247
8453,"tartar de salmon, aguacate y mango",15.0,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
8454,tataki de atun con quinoa,21.5,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
8455,salmon plancha appetit,16.0,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
8456,lubina a nuestra manera,17.5,plato,9.2,mediterraneo,le petit,40.4259071,-3.6943526
8462,caramelos de langostinos,9.9,entrante,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
8463,risotto de setas variadas,11.0,entrante,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
8464,huevo flor con espuma de patata ahumada,9.9,entrante,9.3,mediterraneo,el callejon de alvarez gato,40.436499,-3.6443778
8468,cafe,1.0,bebida,9.1,japones,"ageyoka, fritos de osaka",40.4175292,-3.711285
8470,media botella de agua,2.0,bebida,9.1,japones,"ageyoka, fritos de osaka",40.4175292,-3.711285
8471,botella de vino,13.0,bebida,9.1,japones,"ageyoka, fritos de osaka",40.4175292,-3.711285
8472,copa de vino,2.0,bebida,9.1,japones,"ageyoka, fritos de osaka",40.4175292,-3.711285
8473,botella de champan,76.0,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8475,cafe,2.5,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8476,botella de agua,3.6,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8477,media botella de agua,2.5,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8478,botella de vino,16.0,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8479,copa de vino,3.0,bebida,8.9,none,muñagorri,40.4311814,-3.6773463
8480,paneer matar,11.95,plato,9.1,indio,tandoori madrid,40.41101,-3.70695
8481,begun bartha,11.0,plato,9.1,indio,tandoori madrid,40.41101,-3.70695
8484,cafe,1.7,bebida,9.1,italiano,massart pizza - goya,40.4226598,-3.6789499
8486,media botella de agua,2.4,bebida,9.1,italiano,massart pizza - goya,40.4226598,-3.6789499
8487,botella de vino,12.0,bebida,9.1,italiano,massart pizza - goya,40.4226598,-3.6789499
8488,copa de vino,2.75,bebida,9.1,italiano,massart pizza - goya,40.4226598,-3.6789499
8489,v25. tempura sopa,9.63,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8490,v26. udon,9.63,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8491,v27. yaki soba,9.63,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8492,v29. fideos fritos,9.63,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8493,v30. cha han,8.75,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8494,v34. bifun,8.75,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8495,v39. yasai teppayaki,9.63,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8496,v49. tofu itame,8.75,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8497,v50. berenjana de casa,8.75,plato,8.9,vegetariano,hokkaido vegano japones,40.4214136,-3.6796668
8498,tarta napoleon,4.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8499,sorbete de limon con vodka,5.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8500,tarta medovik,4.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8501,tarta sharlutka,4.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8502,blini de chocolate y naranja,4.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8503,fruta de temporada,3.5,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8504,syrniki (tortitas de requeson con arandano y nata),4.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8505,sorbete de mango con vodka,5.0,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8506,tarta tatiana,4.5,postre,8.9,ruso,las noches de moscu,40.424892168471,-3.7043099403381
8507,pannacotta de maracuya con sorbete de lemmongrass.,4.2,postre,9,ingles,the fish & chips company,40.423744,-3.7010169
8508,crumble pie de manzana con helado de caramelo salado.,4.2,postre,9,ingles,the fish & chips company,40.423744,-3.7010169
8509,steak burguer,11.9,plato,9.2,americano,steakburger gran via,40.4198413,-3.6993863
8510,la pampa burger,11.9,plato,9.2,americano,steakburger gran via,40.4198413,-3.6993863
8511,jack burger,11.9,plato,9.2,americano,steakburger gran via,40.4198413,-3.6993863
8512,british burger,11.9,plato,9.2,americano,steakburger gran via,40.4198413,-3.6993863
8513,hamburguesa barbacoa,11.9,plato,9.2,americano,steakburger gran via,40.4198413,-3.6993863
8522,ensalada de pepino,3.5,entrante,none,chino,lao ba zi,40.3864027,-3.7072014
8523,tiras de nabos agripicante,3.5,entrante,none,chino,lao ba zi,40.3864027,-3.7072014
8524,terenera adobada,6.9,entrante,none,chino,lao ba zi,40.3864027,-3.7072014
8525,tiramisu casero con chupito de cafe de olla,6.0,postre,9.1,mexicano,quetzal,40.4256477,-3.6767438
8526,tarta de queso galardonada con dulce de leche,6.0,postre,9.1,mexicano,quetzal,40.4256477,-3.6767438
8527,tarta de mousse de chocolate con nata,6.0,postre,9.1,mexicano,quetzal,40.4256477,-3.6767438
8528,tamal relleno de piña con fruta en taquitos,4.0,postre,9.1,mexicano,quetzal,40.4256477,-3.6767438
8529,tapioca de frango,7.5,plato,9.5,none,tropicalista,40.4224961,-3.7032089
8530,tapioca vegana,7.5,plato,9.5,none,tropicalista,40.4224961,-3.7032089
8531,flan con huevo de corral y cremoso de nata,4.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8532,"piña en carpaccio, anis de pomelo y canela",4.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8533,arroz con leche tostado (el de la abuela),5.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8534,sorbete de maracuya (fruta de la pasion),5.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8535,souffle de mandarina imperial y su galleta,5.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8536,tarta de queso cremoso idiazabal,6.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8537,locura de chocolates.. pastel en 5 texturas,6.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8538,queso roncal de oveja lacha con membrillo,6.0,postre,8.6,vasco,asador vasco en busca del...,40.4156574,-3.7026821
8539,botella de champan,20.0,bebida,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8542,botella de agua,3.5,bebida,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8544,botella de vino,15.5,bebida,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8545,copa de vino,3.0,bebida,8.4,gallego,rias bajas - arturo soria,40.4446172,-3.6404212
8546,gambas cocidas con especias,7.5,entrante,9.3,indio,bangalore,40.4347191,-3.6756884
8547,hojas de hojaldre rellena de cordero con especias,6.5,entrante,9.3,indio,bangalore,40.4347191,-3.6756884
8548,ensalada de gambas,8.95,entrante,9.3,indio,bangalore,40.4347191,-3.6756884
8549,jamon con pimientos del padron,20.02,entrante,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
8550,ensalada de tomate raf con anchoas y ventresca,17.05,entrante,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
8551,asadillo manchego,11.55,entrante,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
8552,brownie,5.5,postre,9.3,americano,beefcious- galileo,40.430918,-3.710305
8553,cheescake,5.5,postre,9.3,americano,beefcious- galileo,40.430918,-3.710305
8554,chocolate cake,5.5,postre,9.3,americano,beefcious- galileo,40.430918,-3.710305
8555,grandma cake,5.5,postre,9.3,americano,beefcious- galileo,40.430918,-3.710305
8556,mixta,6.0,plato,8.9,español,molinero,40.471889,-3.6500714
8557,pimientos del piquillo con ventresca,9.0,plato,8.9,español,molinero,40.471889,-3.6500714
8558,cesar,8.5,plato,8.9,español,molinero,40.471889,-3.6500714
8559,del chef,9.0,plato,8.9,español,molinero,40.471889,-3.6500714
8560,gazpacho andaluz,6.5,plato,8.9,español,molinero,40.471889,-3.6500714
8561,ensaladilla rusa casera,7.5,plato,8.9,español,molinero,40.471889,-3.6500714
8562,centro de guacamole,8.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8563,tartar maya,9.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8564,nachos yucatecos,10.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8565,nachos canallas,10.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8566,sopes,9.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8567,fideos fritos,10.0,entrante,9.1,mexicano,cantina canalla - antracita,40.39026,-3.68993
8570,pollo entero ( para comer en el salon),18.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8571,1/2 pollo ( para comer en el salon),12.0,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8572,1/4 pollo ( para comer en el salon),7.5,plato,8.9,internacional,el fogon madrid,40.4364509,-3.6452874
8573,atun / salmon / anguila / pescado blanco / huevos de codorniz / langostino tigre / pez mantequilla,6.5,plato,8.9,japones,mandarin - oriental kitch...,40.4246082,-3.6913752
8591,"jamon iberico cortado a mano con pan de cristal, aceite y tomate",24.5,entrante,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
8592,carpaccio de salmon y viera sobre salmorejo ligero,19.0,entrante,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
8593,lomo de anchoa del cantabrico en salazon con pan cristal y tomate unidad,3.5,entrante,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
8594,pulpo asado con patata al horno,28.0,entrante,9,arroceria,st. james juan bravo,40.432656919167,-3.6814699172973633
8595,nuggets pollo,8.95,entrante,8.2,americano,tony roma´s - gran via,40.4226391,-3.7092923
8596,nachos,8.45,entrante,8.2,americano,tony roma´s - gran via,40.4226391,-3.7092923
8597,onion rings,7.45,entrante,8.2,americano,tony roma´s - gran via,40.4226391,-3.7092923
8598,ensalada santa fe,10.95,entrante,8.2,americano,tony roma´s - gran via,40.4226391,-3.7092923
8599,ensalada caesar de pollo,10.95,entrante,8.2,americano,tony roma´s - gran via,40.4226391,-3.7092923
8605,botella de agua,2.5,bebida,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8607,botella de vino,15.0,bebida,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8608,copa de vino,2.0,bebida,8.8,mediterraneo,petit appetit - miguel angel,40.4357738,-3.6910417
8609,"coca cola, zero y light",2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8610,fanta naranja,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8611,aquarius de limon,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8612,nestea,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8613,botella de agua de 1/2 litro,1.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8614,instis cola,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8615,refresco de manzana,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8616,refresco tropical,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8617,"inca cola 0,33cl",2.5,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8618,chicha morada de 1l.,7.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8619,cuzqueña rubia/negra/trigo,2.5,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8620,cerveza cristal,2.5,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8621,mahou sin alcohol,1.3,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8622,tercio de mahou,2.5,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8623,caña de mahou,1.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8624,doble de mahou,2.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8625,jarra de 1/2 l. mahou,3.0,bebida,8.6,peruano,huacatay,40.4568135,-3.6751986
8626,ensaladilla rusa de bonito del cantabrico,12.0,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
8627,el mejor tomate de campaña con cebolleta y bonito,16.5,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
8628,parrillada de esparragos trigueros con su romesco,14.5,plato,8.9,asador,la leñera,40.448032777058,-3.6974499225616455
8629,cuarto de corderito lechal con panaderas,48.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
8630,paletilla lechal asada con panaderas,23.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
8631,toston segoviano al horno,21.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
8632,arroz con bogavante,18.0,plato,8.8,none,fuentearcos,40.3986847,-3.5894927
8633,tarta fina de manzana con helado de turron,9.0,plato,9.4,none,arroz pegao,40.5033584,-3.7086791
8634,torrija de cafe con crema de vainilla y helado de leche merengada,9.0,plato,9.4,none,arroz pegao,40.5033584,-3.7086791
8635,tarta templada de queso azul,9.0,plato,9.4,none,arroz pegao,40.5033584,-3.7086791
8638,cafe,2.1,bebida,9,italiano,trattoria vecchia milano,40.4297203,-3.71862
8640,media botella de agua,2.0,bebida,9,italiano,trattoria vecchia milano,40.4297203,-3.71862
8641,botella de vino,15.0,bebida,9,italiano,trattoria vecchia milano,40.4297203,-3.71862
8642,copa de vino,3.2,bebida,9,italiano,trattoria vecchia milano,40.4297203,-3.71862
8643,yakisoba con verduras y katsuobushi,9.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
8644,ramen de cerdo,12.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
8645,ramen de calamaar,13.5,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
8646,udon salteado con pulpo,14.9,plato,9.5,japones,sto globo sushi room,40.4257195,-3.6958141
8652,ensalada azteca,9.5,plato,8.9,americano,hamburguesa nostra - gour...,40.4475492,-3.6924501
8653,ensalada cesar,9.0,plato,8.9,americano,hamburguesa nostra - gour...,40.4475492,-3.6924501
8654,ensalada genovesa,9.5,plato,8.9,americano,hamburguesa nostra - gour...,40.4475492,-3.6924501
8655,chicken samosa (hojas de hojaldre rellenas de pollo con especias y sofrito),5.2,entrante,9,indio,fathe pur,40.418041369266,-3.6735899448395
8656,onion bhaji (cebolla rebozada en harina de garbanzo),5.2,entrante,9,indio,fathe pur,40.418041369266,-3.6735899448395
8657,prawn puri (gambas cocidas con especias suaves y servidas con pan crujiente),7.5,entrante,9,indio,fathe pur,40.418041369266,-3.6735899448395
8659,arroz a banda,23.5,plato,9,arroceria,st. james ortega y gasset,40.4298725,-3.6718086
