,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Sandwich inverso de cabra,Offer,11.5,EUR,Carnes,9.3,"""Internacional""","""Calle Concepción Jerónima","""geo"":{""latitude"":40.4137838,""longitude"":-3.7070661",Sublime Dreams Food
1,1,MenuItem,Hamburguesa a la parrilla,Offer,11.95,EUR,Carnes,9.3,"""Internacional""","""Calle Concepción Jerónima","""geo"":{""latitude"":40.4137838,""longitude"":-3.7070661",Sublime Dreams Food
