,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,Botella de champán,Offer,19.0,EUR,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
1,1,1,MenuItem,Copa de champán,,,,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
2,2,2,MenuItem,Café,Offer,2.0,EUR,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
3,3,3,MenuItem,Botella de agua,Offer,3.0,EUR,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
4,4,4,MenuItem,Media botella de agua,,,,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
5,5,5,MenuItem,Botella de vino,Offer,12.75,EUR,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
6,6,6,MenuItem,Copa de vino,Offer,2.25,EUR,Bebidas,9.3,None,"""Avenida de San Diego","""geo"":{""latitude"":40.386668056152,""longitude"":-3.6680901050567627",Doli
