,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,"Contamos con 2 sesiones, 20:30 y 22:30. Agradeceríamos puntualidad para ofrecer un mejor servicio y una mejor experiencia.",Para cenas de viernes y sábado:,9.5,None,"""Calle de San Bartolomé","""geo"":{""latitude"":40.4219544,""longitude"":-3.6983886",Kuoco 360 food
