,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,"Suprema de pichón con su estofado, puré de castañas y setas de temporada",Offer,28,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
1,1,MenuItem,"Tournedó de solomillo con foie, frambuesa y reducción de vino tinto",Offer,28,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
2,2,MenuItem,Cochinillo confitado sobre terrina de vegetales ahumados y encurtidos,Offer,26,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
3,3,MenuItem,Steak tartar de solomillo de ternera con mostaza antigua y perlas de pepino osmotizado,Offer,28,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
4,4,MenuItem,Costilla de Angus a baja temperatura con puré de patata cítrico y piparras fritas,Offer,26,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
5,5,MenuItem,Pato azulón a la sal con patata ratté y su demi-glace,Offer,27,EUR,Carnes,None,None,None,El Jardín de Orfila por M...
