,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,1. Sopa miso y tofu,"Menú degustación Sushi bar 28€ por persona, mínimo 2 pax",8.9,"""Japonés""","""Paseo de Recoletos","""geo"":{""latitude"":40.4246082,""longitude"":-3.6913752",Mandarin - Oriental Kitch...
1,1,MenuItem,2. Sushi y sashimi variados,"Menú degustación Sushi bar 28€ por persona, mínimo 2 pax",8.9,"""Japonés""","""Paseo de Recoletos","""geo"":{""latitude"":40.4246082,""longitude"":-3.6913752",Mandarin - Oriental Kitch...
2,2,MenuItem,3.Teppanyaki de pollo o salmón,"Menú degustación Sushi bar 28€ por persona, mínimo 2 pax",8.9,"""Japonés""","""Paseo de Recoletos","""geo"":{""latitude"":40.4246082,""longitude"":-3.6913752",Mandarin - Oriental Kitch...
3,3,MenuItem,4. Postre de la casa,"Menú degustación Sushi bar 28€ por persona, mínimo 2 pax",8.9,"""Japonés""","""Paseo de Recoletos","""geo"":{""latitude"":40.4246082,""longitude"":-3.6913752",Mandarin - Oriental Kitch...
