,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,calcots con salsa romesco,Offer,11.5,EUR,Entrante,None,None,None,Gobu - General Pardiñas
1,1,MenuItem,Aros de cebolla,Offer,8.4,EUR,Entrante,None,None,None,Gobu - General Pardiñas
2,2,MenuItem,provolone,Offer,7.8,EUR,Entrante,None,None,None,Gobu - General Pardiñas
