,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Aperitivo,Varia según temporada.,Menú del Mercado,8.9,None,"""Calle del Príncipe de Vergara","""geo"":{""latitude"":40.4360908,""longitude"":-3.6795569",ComerDCine
1,1,MenuItem,Entrante,"Tomate relleno de ventresca sobre fondo de salmorejo.\n\nRisoto de boletus y trufa.\n\nCarpaccio de melon con jamoncito de pato.\n\nPulpo a la parrilla con emulsion de yuca.\n\nSeleccion de croquetas de cine.\n\nEnsalada de Mango con queso fresco, vinagreta de oregano y frutos secos.\n\nEnsalada de queso de cabra, rucula, nueces, deshidratado de tomate y vinagreta.\n\n(A elegir)",Menú del Mercado,8.9,None,"""Calle del Príncipe de Vergara","""geo"":{""latitude"":40.4360908,""longitude"":-3.6795569",ComerDCine
2,2,MenuItem,Plato,Lomo a la parrilla con patata trufada.\n\nChipirones a la plancha con cebolla caramelizada y chutney de manzana.\n\nRabo de toro deshuesado en su propio jugo recubierto de berenjena y calabacin.\n\nMedallones de jabali con salsa de frutos rojos.\n\nMerluza rellena de marisco y verduritas glaseada con espuma de ajo.\n\nLubina en salsa americana.\n\n(A elegir),Menú del Mercado,8.9,None,"""Calle del Príncipe de Vergara","""geo"":{""latitude"":40.4360908,""longitude"":-3.6795569",ComerDCine
3,3,MenuItem,Postre,Tarta fina de manzana con helado de violeta\n\nTorrija de brioche avainillada con helado de yogurt\n\nSorbete,Menú del Mercado,8.9,None,"""Calle del Príncipe de Vergara","""geo"":{""latitude"":40.4360908,""longitude"":-3.6795569",ComerDCine
