,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,"Aperitivo, 3 entradas, 3 bacalaos, postre (por persona)","Menú degustación 24,75€ (mínimo dos personas) de lunes a viernes (mediodía)",8.9,"""Español""","""Plaza de Pedro Zerolo","""geo"":{""latitude"":40.4210552,""longitude"":-3.6998266",La Sacristia
1,1,MenuItem,Botella de vino para 2 personas de:,"Menú degustación 24,75€ (mínimo dos personas) de lunes a viernes (mediodía)",8.9,"""Español""","""Plaza de Pedro Zerolo","""geo"":{""latitude"":40.4210552,""longitude"":-3.6998266",La Sacristia
