,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Primeros a elegir:,"Ensaladilla casera de bonito en aceite\nEnsalada de tomate, pepino y rúcula\nAlcachofas y patatas nuevas salteadas con huevo frito\nSalmorejo con picadillo de jamón y huevo",Degustación Gastronómica,9,"""Gastronómico""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.4474898,""longitude"":-3.6984255",Taberna Zuria
1,1,MenuItem,Segundos elegir:,"Rabas de calamar fritas con ensalada\nRevuelto de bacalao con aceitunas negras\nSalmón asado, manzana a la mostaza\nCallos, pata y morro guisados a la madrileña\nEstofado de ternera con verduras\nArroz meloso de pato, calabacín y parmesano",Degustación Gastronómica,9,"""Gastronómico""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.4474898,""longitude"":-3.6984255",Taberna Zuria
2,2,MenuItem,Postre a elegir:,Macedonia de frutas\nFlan casero de huevo\nHelado al gusto,Degustación Gastronómica,9,"""Gastronómico""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.4474898,""longitude"":-3.6984255",Taberna Zuria
3,3,MenuItem,Bebida,Vino o refresco o cerveza y agua.,Degustación Gastronómica,9,"""Gastronómico""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.4474898,""longitude"":-3.6984255",Taberna Zuria
