,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Plato principal a escoger:,Huevos al gusto\nSteak tartar\nTaco de rabo de toro\nArroz meloso de setas y Parmesano con piñones tostados y brotes ecólogicos\nSándwich club\nHamburguesa Orfila,Brunch el Jardín de Orfila,None,None,None,El Jardín de Orfila por M...
1,1,MenuItem,Bebidas:,"Zumos variados\nZumo de fruta de la pasión con mango y naranja\nZumo de melón, hierbabuena, lima y apio\nZumo de frambuesa, fresa, arándano y naranja.\nChampagne Moët Chandon\nBellini de champagne Moët Chandon\nCóctel Orfila\nCafé e infusiones",Brunch el Jardín de Orfila,None,None,None,El Jardín de Orfila por M...
