,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Recuerda que en las reservas con promociones no esta incluido ni el pan ni el arroz.,Nota:,9.4,"""Indio""","""Calle Antonio Arias","""geo"":{""latitude"":40.4177183,""longitude"":-3.6716143",Shampan Indian
