,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,El tocinillo de cielo,Offer,6.5,EUR,Postre,None,None,None,El Pedrusco de Aldealcorvo
1,1,MenuItem,Ponche segoviano,Offer,6.8,EUR,Postre,None,None,None,El Pedrusco de Aldealcorvo
2,2,MenuItem,Nuestro postre de chocolate,Offer,6.8,EUR,Postre,None,None,None,El Pedrusco de Aldealcorvo
3,3,MenuItem,Arroz con leche,Offer,6.0,EUR,Postre,None,None,None,El Pedrusco de Aldealcorvo
