,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,ENSALADA DE TOMATE DE TEMPORADA CON SARDINA AHUMADA Y AGUACATE,Offer,12.9,EUR,Ensaladas,None,None,None,Taberna Antonio Sánchez
