,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Mixto,Offer,3.5,EUR,Sandwichs,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
1,1,MenuItem,Vegetal,Offer,4.8,EUR,Sandwichs,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
2,2,MenuItem,Mixto con huevo,Offer,4.8,EUR,Sandwichs,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
