,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Patatas al horno con queso cheddar / Croquetas de jamón ahumado,MENÚ Nº 2 20.00€ POR PERSONA,8.7,"""Americano""","""Glorieta de las Pirámides","""geo"":{""latitude"":40.4011137,""longitude"":-3.7154224",Burger 10
1,1,MenuItem,2 burguers a elegir,MENÚ Nº 2 20.00€ POR PERSONA,8.7,"""Americano""","""Glorieta de las Pirámides","""geo"":{""latitude"":40.4011137,""longitude"":-3.7154224",Burger 10
2,2,MenuItem,2 sorbetes de limón,MENÚ Nº 2 20.00€ POR PERSONA,8.7,"""Americano""","""Glorieta de las Pirámides","""geo"":{""latitude"":40.4011137,""longitude"":-3.7154224",Burger 10
3,3,MenuItem,2 bebidas,MENÚ Nº 2 20.00€ POR PERSONA,8.7,"""Americano""","""Glorieta de las Pirámides","""geo"":{""latitude"":40.4011137,""longitude"":-3.7154224",Burger 10
