,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,filete de pollo a la plancha,Offer,8,EUR,CARNES,None,None,None,Nigola
1,1,MenuItem,filete de ternera a la plancha,Offer,8,EUR,CARNES,None,None,None,Nigola
2,2,MenuItem,escalope de ternera,Offer,8,EUR,CARNES,None,None,None,Nigola
3,3,MenuItem,entrecot de ternera a la plancha,Offer,12,EUR,CARNES,None,None,None,Nigola
