,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Chicken,Offer,12.95,EUR,"Chhurpi; Marinado con queso nata,especias y hierbas.",8.9,"""Indio""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.452092,""longitude"":-3.6979454",Lumbini Tandoori
1,1,MenuItem,Lamb,Offer,16.5,EUR,"Chhurpi; Marinado con queso nata,especias y hierbas.",8.9,"""Indio""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.452092,""longitude"":-3.6979454",Lumbini Tandoori
2,2,MenuItem,Langostinos,Offer,18.5,EUR,"Chhurpi; Marinado con queso nata,especias y hierbas.",8.9,"""Indio""","""Calle del Aviador Zorita","""geo"":{""latitude"":40.452092,""longitude"":-3.6979454",Lumbini Tandoori
