,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Durante fines de semana y festivos no se aceptan tickets restaurant / cheques gourmet,Información extra,None,None,None,Gobu - General Pardiñas
