,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,Nem Tom Cua (2uds),Offer,7.5,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
1,1,1,MenuItem,Thit Vien (4uds),Offer,6.5,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
2,2,2,MenuItem,Goi Cuon (4 uds),Offer,9.0,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
3,3,3,MenuItem,Goi Cuon (4 uds),Offer,9.0,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
4,4,4,MenuItem,Com Chien Hai San (4 uds),Offer,10.9,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
5,5,5,MenuItem,Nom Ga,Offer,7.0,EUR,Primeros,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
