,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Sopa de miso con verduras,Entrante,8,"""Vegetariano""","""C","""geo"":{""latitude"":40.41317,""longitude"":-3.69825",La Biotika
1,1,MenuItem,Crema de verduras,Entrante,8,"""Vegetariano""","""C","""geo"":{""latitude"":40.41317,""longitude"":-3.69825",La Biotika
2,2,MenuItem,Ensalada biotika,Entrante,8,"""Vegetariano""","""C","""geo"":{""latitude"":40.41317,""longitude"":-3.69825",La Biotika
