,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Botella de champán,,,,Bebidas,None,None,None,Sky Sushi & Ramen
1,1,MenuItem,Copa de champán,,,,Bebidas,None,None,None,Sky Sushi & Ramen
2,2,MenuItem,Café,,,,Bebidas,None,None,None,Sky Sushi & Ramen
3,3,MenuItem,Botella de agua,,,,Bebidas,None,None,None,Sky Sushi & Ramen
4,4,MenuItem,Media botella de agua,Offer,2.0,EUR,Bebidas,None,None,None,Sky Sushi & Ramen
5,5,MenuItem,Botella de vino,Offer,11.0,EUR,Bebidas,None,None,None,Sky Sushi & Ramen
6,6,MenuItem,Copa de vino,Offer,2.5,EUR,Bebidas,None,None,None,Sky Sushi & Ramen
