,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Tiramisú,Offer,4.9,EUR,Postre,None,None,None,Vegaviana
1,1,MenuItem,Crema de mango y yogur,Offer,4.5,EUR,Postre,None,None,None,Vegaviana
2,2,MenuItem,Mousse de queso de cabra,Offer,4.9,EUR,Postre,None,None,None,Vegaviana
