,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Entrante,Rollitos de pato crujiente con salsa hoisin ó\nSamosas de espinacas con curry y dip de tomates\n+\nMaki roll salmón braseado o sin brasear ó Maki roll California\nEspecial ó Maki roll spicy tuna\n+\nTempura de gambas rojas con chile dulce ó\nChips crujientes de setas con láminas de trufa,Especial grupo: Menú 35 € (10 à 10 p.),9,"""Japonés""","""Calle Miguel Ángel","""geo"":{""latitude"":40.4354781,""longitude"":-3.6915344",Sushita Café - Miguel Ángel
1,1,MenuItem,Plato,"Pasta fresca Mien con huevo ecológico, setas y trufa ó\nTartar de salmón\n+\nTataki de solomillo al carbón con papas ó\nArroz frito con pato",Especial grupo: Menú 35 € (10 à 10 p.),9,"""Japonés""","""Calle Miguel Ángel","""geo"":{""latitude"":40.4354781,""longitude"":-3.6915344",Sushita Café - Miguel Ángel
2,2,MenuItem,Postre,Brownie de chocolate y pistachos ó\nTarta de zanahoria,Especial grupo: Menú 35 € (10 à 10 p.),9,"""Japonés""","""Calle Miguel Ángel","""geo"":{""latitude"":40.4354781,""longitude"":-3.6915344",Sushita Café - Miguel Ángel
