,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Plato,"Timbal de Pimientos rojos asados y confitados, con Ventresca de Bonito del Norte, Cebolla confitada de Zalla y Anchoas del Cantábrico\nAlmejas finas del Cantábrico a la sartén, al Txakoli de Bizkaia\nMedallón de Rape a la Bilbaína\nTostada de pan, flambeada y con Helado de Yogur\nCafé o Infusión",Bilbao 78€,9.4,None,"""Calle de Zorrilla","""geo"":{""latitude"":40.4168202,""longitude"":-3.6970832",NEBAK Madrid
1,1,MenuItem,Incluye,"Incluye servicio inicial de cesta de panes rústicos sin gluten* y agua premium**\n*Servicio adicional de cesta de panes rústicos sin gluten: 4,00€ (Para 2 personas) **Servicio adicional de agua premium con o sin gas: 4,00€ -- 0,75l./1l.",Bilbao 78€,9.4,None,"""Calle de Zorrilla","""geo"":{""latitude"":40.4168202,""longitude"":-3.6970832",NEBAK Madrid
