,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Botella de champán,,,,Bebidas,None,None,None,Vegaviana
1,1,MenuItem,Copa de champán,,,,Bebidas,None,None,None,Vegaviana
2,2,MenuItem,Café,Offer,1.5,EUR,Bebidas,None,None,None,Vegaviana
3,3,MenuItem,Botella de agua,Offer,2.2,EUR,Bebidas,None,None,None,Vegaviana
4,4,MenuItem,Media botella de agua,Offer,1.4,EUR,Bebidas,None,None,None,Vegaviana
5,5,MenuItem,Botella de vino,Offer,8.5,EUR,Bebidas,None,None,None,Vegaviana
6,6,MenuItem,Copa de vino,Offer,1.8,EUR,Bebidas,None,None,None,Vegaviana
