,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Entrante,- ENSALADA DE CANÓNIGOS Y FRESAS CON QUESO DE CABRA ENVUELTO EN KIKOS \n- HUEVO DE ORO CON PAN FOCACCIA\n- GYOZAS DE POLLO CON VERDURAS ESCABECHADAS Y CARAMELO DE SOJA\n- PROVOLONE ASADO CON PESTO ROJO,MENÚ DEL TENEDOR,8.7,"""Mediterráneo""","""Calle de Silva","""geo"":{""latitude"":40.4215462,""longitude"":-3.7081092",El Gato Canalla - Hotel I...
1,1,MenuItem,Plato,- TATAKI DE ATÚN CON VERDURITAS Y SALSA SWEET CHILI\n- ALBÓNDIGAS DE RABO DE TORO CON GNOCCHI FRITOS\n- PIZZA CANALLA\n- HAMBURGUESA DE VACA CON GUACAMOLE Y PARMESANO,MENÚ DEL TENEDOR,8.7,"""Mediterráneo""","""Calle de Silva","""geo"":{""latitude"":40.4215462,""longitude"":-3.7081092",El Gato Canalla - Hotel I...
2,2,MenuItem,Postre,- ARROZ CON LECHE \n- TORRIJA DE PANETTONE CON HELADO DE MASCARPONE E HIGOS\n- BROWNIE DE CHOCOLATE CON HELADO DE FRAMBUESA\n- TIRAMISÚ CON DULCE DE LECHE,MENÚ DEL TENEDOR,8.7,"""Mediterráneo""","""Calle de Silva","""geo"":{""latitude"":40.4215462,""longitude"":-3.7081092",El Gato Canalla - Hotel I...
