,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Botella de champán,,,,Bebidas,None,None,None,Gobu - General Pardiñas
1,1,MenuItem,Copa de champán,,,,Bebidas,None,None,None,Gobu - General Pardiñas
2,2,MenuItem,Café,Offer,1.9,EUR,Bebidas,None,None,None,Gobu - General Pardiñas
3,3,MenuItem,Botella de agua,,,,Bebidas,None,None,None,Gobu - General Pardiñas
4,4,MenuItem,Media botella de agua,Offer,2.5,EUR,Bebidas,None,None,None,Gobu - General Pardiñas
5,5,MenuItem,Botella de vino,Offer,12.5,EUR,Bebidas,None,None,None,Gobu - General Pardiñas
6,6,MenuItem,Copa de vino,Offer,2.6,EUR,Bebidas,None,None,None,Gobu - General Pardiñas
