,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,Fabada Asturiana con su Compango,Offer,17.5,EUR,Cuchara,9,"""Asturiano""","""Paseo de la Florida","""geo"":{""latitude"":40.4215583,""longitude"":-3.7218509",Ferreiro
1,1,1,MenuItem,Guiso de Callos con Morro y Pata,Offer,16.9,EUR,Cuchara,9,"""Asturiano""","""Paseo de la Florida","""geo"":{""latitude"":40.4215583,""longitude"":-3.7218509",Ferreiro
2,2,2,MenuItem,"Arroz marinero con Bogavante, Rape y Almejas (2 personas)",Offer,48.0,EUR,Cuchara,9,"""Asturiano""","""Paseo de la Florida","""geo"":{""latitude"":40.4215583,""longitude"":-3.7218509",Ferreiro
3,3,3,MenuItem,Arroz Meloso con Rape y Almejas,Offer,17.9,EUR,Cuchara,9,"""Asturiano""","""Paseo de la Florida","""geo"":{""latitude"":40.4215583,""longitude"":-3.7218509",Ferreiro
4,4,4,MenuItem,Sopa de Rape y Frutos de Mar,Offer,18.0,EUR,Cuchara,9,"""Asturiano""","""Paseo de la Florida","""geo"":{""latitude"":40.4215583,""longitude"":-3.7218509",Ferreiro
