,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,Nem Vietnam,Offer,8.9,EUR,Entrante,8.6,"""Vietnamita""","""Calle de Bretón de los Herreros","""geo"":{""latitude"":40.4395428,""longitude"":-3.6963787",Vietnam
1,1,1,MenuItem,Nem Hai San,Offer,8.9,EUR,Entrante,8.6,"""Vietnamita""","""Calle de Bretón de los Herreros","""geo"":{""latitude"":40.4395428,""longitude"":-3.6963787",Vietnam
2,2,2,MenuItem,Goi Cuon,Offer,8.9,EUR,Entrante,8.6,"""Vietnamita""","""Calle de Bretón de los Herreros","""geo"":{""latitude"":40.4395428,""longitude"":-3.6963787",Vietnam
