,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Botella de champán,Offer,45.0,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
1,1,MenuItem,Copa de champán,Offer,9.0,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
2,2,MenuItem,Café,Offer,4.5,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
3,3,MenuItem,Botella de agua,Offer,4.0,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
4,4,MenuItem,Media botella de agua,Offer,2.5,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
5,5,MenuItem,Botella de vino,Offer,25.0,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
6,6,MenuItem,Copa de vino,Offer,4.5,EUR,Bebidas,None,None,None,QUIMBAYA by Edwin Rodríguez
