,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,My Xao Bo,Offer,10.0,EUR,Segundos,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
1,1,1,MenuItem,Tho Nuong La Chanh,Offer,12.0,EUR,Segundos,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
2,2,2,MenuItem,Pho Bo,Offer,8.5,EUR,Segundos,9,"""Vietnamita""","""Calle San Marcos","""geo"":{""latitude"":40.4213413,""longitude"":-3.6984275",Vietnam
