,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Primeros,Primer plato a elegir entre 4 opciones que varían semanalmente,Menú del día,9.1,"""Internacional""","""C","""geo"":{""latitude"":40.421238882933,""longitude"":-3.6971900463104",Diurno
1,1,MenuItem,Segundo Plato,Segundo plato a elegir entre 4 opciones que varían semanalmente,Menú del día,9.1,"""Internacional""","""C","""geo"":{""latitude"":40.421238882933,""longitude"":-3.6971900463104",Diurno
2,2,MenuItem,Postre,A elegir entre 3 opciones,Menú del día,9.1,"""Internacional""","""C","""geo"":{""latitude"":40.421238882933,""longitude"":-3.6971900463104",Diurno
