,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Entrante,A elegir de dos primeros del día.,Menú del día 15 €,9.1,"""Mediterráneo""","""Calle de Trafalgar","""geo"":{""latitude"":40.4318725,""longitude"":-3.700549",La Elegida
1,1,MenuItem,Plato,A elegir de dos segundos del día.,Menú del día 15 €,9.1,"""Mediterráneo""","""Calle de Trafalgar","""geo"":{""latitude"":40.4318725,""longitude"":-3.700549",La Elegida
2,2,MenuItem,Postre,A elegir de tres postres del día.\nCafé.,Menú del día 15 €,9.1,"""Mediterráneo""","""Calle de Trafalgar","""geo"":{""latitude"":40.4318725,""longitude"":-3.700549",La Elegida
3,3,MenuItem,Bebida,Una bebida por persona.,Menú del día 15 €,9.1,"""Mediterráneo""","""Calle de Trafalgar","""geo"":{""latitude"":40.4318725,""longitude"":-3.700549",La Elegida
