,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Platos a degustar,"Tartar de salmón y aguacate \nNigiri surtido especial (4 piezas)(pez mantequilla con anticucho, salmón ﬂambeado, atún, huevo de codorniz con trufa) \nUramaki a elegir de carta (4 piezas) \nMiso ramen / Tori ramen\nPostres según temporada",Menú 1 25.00€,None,None,None,Sky Sushi & Ramen
1,1,MenuItem,Bebida,"Agua, refresco, cerveza Brabante, Kirin, Sapor o copa de vino",Menú 1 25.00€,None,None,None,Sky Sushi & Ramen
