,Unnamed: 0,@type,name,description,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Osos Steak Sandwich,"Flank steak, Herb Chimichurri, roasted sweet onions, horseradish cream con Patatas Fritas y Aros de Cebolla",Bottomless Brunch,9.5,"""Americano""","""Calle de la Cava Baja","""geo"":{""latitude"":40.413234,""longitude"":-3.7084903",La Osita x The Sandwich P...
1,1,MenuItem,Postre,Handpie de Pera y Manzana,Bottomless Brunch,9.5,"""Americano""","""Calle de la Cava Baja","""geo"":{""latitude"":40.413234,""longitude"":-3.7084903",La Osita x The Sandwich P...
2,2,MenuItem,Bebidas,"Bebidas illimitados de cervezas de Oso Brew Co, cava, vino de la casa, Bloody Mary, refrescos y cafe de filtro.",Bottomless Brunch,9.5,"""Americano""","""Calle de la Cava Baja","""geo"":{""latitude"":40.413234,""longitude"":-3.7084903",La Osita x The Sandwich P...
