,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Paseo por la Sabana,Offer,10,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
1,1,MenuItem,Parque de los Nevados,Offer,12,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
2,2,MenuItem,Timbiquí,Offer,12,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
3,3,MenuItem,Macondo,Offer,14,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
4,4,MenuItem,Tumbacatre,Offer,14,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
5,5,MenuItem,Curramba La Bella,Offer,15,EUR,Cócteles,None,None,None,QUIMBAYA by Edwin Rodríguez
