,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Atendiendo a la temporada renovamos semanalmente nuestra oferta gastronómica; no dude en consultarla a nuestro equipo de sala.,Sugerencias.,9.5,"""Español""","""Conde del Serrallo","""geo"":{""latitude"":40.4660859,""longitude"":-3.6921982",Picones de Maria
