,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,4 Stagioni,Offer,12,EUR,Pizzas,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
1,1,MenuItem,Barbacoa,Offer,12,EUR,Pizzas,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
2,2,MenuItem,Marguerita,Offer,12,EUR,Pizzas,8.6,"""Español""","""Calle de la Bolsa","""geo"":{""latitude"":40.4147321,""longitude"":-3.7047066",Taberna el pirata ||
