,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Las reservas realizadas con el Tenedor solo tendran la opción de ir a carta. No valido en menú del día.,Nota importante:,8.5,"""Español""","""Calle del Marqués de Urquijo","""geo"":{""latitude"":40.4307043,""longitude"":-3.7169549",BEST PRINCESA
