,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Croquetas cremosas / unidad,Offer,1.8,EUR,INDIVIDUALES PARA EMPEZAR,None,"""Español""","""Calle Miguel Yuste","""geo"":{""latitude"":40.4350478,""longitude"":-3.62289",Daily - Miguel Yuste
1,1,MenuItem,Huevo trufado / unidad,Offer,4.5,EUR,INDIVIDUALES PARA EMPEZAR,None,"""Español""","""Calle Miguel Yuste","""geo"":{""latitude"":40.4350478,""longitude"":-3.62289",Daily - Miguel Yuste
