,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,Botella de champán,,,,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
1,1,MenuItem,Copa de champán,Offer,9.0,EUR,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
2,2,MenuItem,Café,Offer,6.0,EUR,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
3,3,MenuItem,Botella de agua,,,,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
4,4,MenuItem,Media botella de agua,Offer,6.0,EUR,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
5,5,MenuItem,Botella de vino,Offer,24.0,EUR,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
6,6,MenuItem,Copa de vino,Offer,6.0,EUR,Bebidas,None,None,None,Montmartre 1889 - Gran Me...
