,Unnamed: 0,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,restaurant
0,0,MenuItem,RABO DE TORO ESTOFADO AL ESTILO “ANTONIO SÁNCHEZ”,Offer,17.1,EUR,De la tierra,None,None,None,Taberna Antonio Sánchez
1,1,MenuItem,CARRILLERA DE TERNERA GUISADA CON SU SALSA SOBRE CAMA DE PURÉ DE PATATAS TRUFADO,Offer,16.5,EUR,De la tierra,None,None,None,Taberna Antonio Sánchez
