,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Entrecot de lomo bajo,Plato,9.2,"""Español""","""Calle de Torquemada","""geo"":{""latitude"":40.4659582,""longitude"":-3.6394471",Uribe
1,1,MenuItem,Tiras argentinas,Plato,9.2,"""Español""","""Calle de Torquemada","""geo"":{""latitude"":40.4659582,""longitude"":-3.6394471",Uribe
2,2,MenuItem,Secreto ibérico,Plato,9.2,"""Español""","""Calle de Torquemada","""geo"":{""latitude"":40.4659582,""longitude"":-3.6394471",Uribe
