,Unnamed: 0,@type,name,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,MenuItem,Base,Crea tu poke bowl en 4 pasos 9.95€ / 12.95€,9.2,"""Internacional""","""Calle de Barbieri","""geo"":{""latitude"":40.4205085,""longitude"":-3.6983993",Ohana Poke House
1,1,MenuItem,Proteínas,Crea tu poke bowl en 4 pasos 9.95€ / 12.95€,9.2,"""Internacional""","""Calle de Barbieri","""geo"":{""latitude"":40.4205085,""longitude"":-3.6983993",Ohana Poke House
2,2,MenuItem,Salsas - El pescado está marinado en shoyu. ¡Elige tu salsa favorita!,Crea tu poke bowl en 4 pasos 9.95€ / 12.95€,9.2,"""Internacional""","""Calle de Barbieri","""geo"":{""latitude"":40.4205085,""longitude"":-3.6983993",Ohana Poke House
3,3,MenuItem,Toppings (recomendados 4),Crea tu poke bowl en 4 pasos 9.95€ / 12.95€,9.2,"""Internacional""","""Calle de Barbieri","""geo"":{""latitude"":40.4205085,""longitude"":-3.6983993",Ohana Poke House
4,4,MenuItem,"Todos nuestros bowls están rociados con sal del mar negro de Hawai. Esta sal tiene lava negra purificada cargada de minerales. Los beneficios para la salud incluyen la mejora del sistema digestivo, alivio de acidez y además te aporta curación espiritual.",Crea tu poke bowl en 4 pasos 9.95€ / 12.95€,9.2,"""Internacional""","""Calle de Barbieri","""geo"":{""latitude"":40.4205085,""longitude"":-3.6983993",Ohana Poke House
