,Unnamed: 0,Unnamed: 0.1,@type,name,offers.@type,offers.price,offers.priceCurrency,type_of_plate,rating,cuisine,direction,geo,restaurant
0,0,0,MenuItem,Flan casero,Offer,3.0,EUR,Postre,8.1,"""Arrocería""","""Calle de Narváez","""geo"":{""latitude"":40.4164087,""longitude"":-3.676192",Gloria
1,1,1,MenuItem,Pudding,Offer,3.0,EUR,Postre,8.1,"""Arrocería""","""Calle de Narváez","""geo"":{""latitude"":40.4164087,""longitude"":-3.676192",Gloria
2,2,2,MenuItem,Tarta de la casa,Offer,3.5,EUR,Postre,8.1,"""Arrocería""","""Calle de Narváez","""geo"":{""latitude"":40.4164087,""longitude"":-3.676192",Gloria
